,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
569,333,0,3452,6,3165,5,1,1,1,1639
570,331,1,796,13,1160,7,1,1,1,593
571,365,0,2365,8,1489,8,1,2,2,525
572,367,1,2616,13,3078,5,1,1,1,2041
573,249,0,153,5,1731,8,1,2,2,289
574,322,0,6730,7,91,0,2,0,0,6
575,151,0,4007,13,2277,8,1,2,2,1072
576,368,1,0,14,190,2,2,0,1,340
577,354,0,4800,14,1470,6,2,1,1,960
578,302,0,3479,6,5516,1,0,2,1,2895
579,78,0,1997,9,2100,4,1,0,1,1266
580,38,1,1337,10,1924,4,1,0,1,907
581,130,1,6889,2,1466,7,1,1,1,269
582,318,0,615,5,4912,8,1,2,2,2021
583,366,0,6644,6,4000,5,1,1,1,336
584,280,0,6233,13,4256,2,2,0,1,2574
585,390,0,6791,13,1895,6,2,1,1,1502
586,286,0,3158,13,1225,5,1,1,1,617
587,291,0,5619,11,4564,1,0,2,1,1775
588,322,0,5472,6,2065,0,1,2,3,2287
589,389,0,3580,8,4465,2,2,0,1,1644
590,278,0,3571,9,3272,5,1,1,1,1446
591,272,1,3531,3,3267,7,1,1,1,2501
592,371,0,4507,9,2250,6,2,1,1,2146
593,114,1,6602,0,216,1,0,2,1,548
594,50,0,5216,9,3756,2,2,0,1,2112
595,387,0,2522,6,2103,5,1,1,1,1716
596,204,0,0,5,2555,8,1,2,2,459
597,388,0,2239,9,4899,7,1,1,1,3196
598,322,0,3699,13,2356,0,1,2,3,1182
599,10,0,3048,14,4454,2,2,0,1,3137
600,167,0,0,0,1045,2,2,0,1,1692
601,409,0,6598,13,4619,2,2,0,1,1280
602,409,0,0,10,2272,8,1,2,2,915
603,392,0,5999,5,2200,4,1,0,1,1350
604,374,0,7488,9,4003,2,2,0,1,2066
605,339,1,2227,0,1676,6,2,1,1,461
606,395,0,5334,3,4135,5,1,1,1,2100
607,110,0,2886,13,1434,6,2,1,1,1348
608,218,0,416,9,2980,7,1,1,1,1997
609,134,0,2790,3,1217,2,2,0,1,1274
610,322,0,7078,15,1346,0,1,2,3,2582
611,369,0,2436,13,1435,5,1,1,1,512
612,346,0,906,8,4700,1,0,2,1,1532
613,319,1,0,13,732,1,0,2,1,164
614,166,0,6666,15,4824,5,1,1,1,897
615,349,1,6176,6,300,6,2,1,1,831
616,280,1,6508,13,3546,7,1,1,1,1084
617,294,0,3241,7,807,1,0,2,1,456
618,360,1,4364,4,1118,1,0,2,1,820
619,377,1,696,6,468,5,1,1,1,506
620,215,1,6940,3,192,4,1,0,1,784
621,406,0,5359,0,2433,4,1,0,1,1125
622,404,0,2689,9,2708,8,1,2,2,2464
623,220,0,0,0,1509,8,1,2,2,603
624,378,0,2273,4,5573,5,1,1,1,3002
625,169,0,7215,6,5432,6,2,1,1,1367
626,390,1,4420,6,4449,8,1,2,2,1370
627,322,1,2843,6,2579,4,1,0,1,2667
628,322,0,4360,13,3972,0,1,2,3,2928
629,202,1,5788,2,1840,6,2,1,1,1332
630,322,0,6215,14,775,0,1,2,3,1088
631,371,0,6819,6,2178,5,1,1,1,1784
632,231,0,7717,3,3149,8,1,2,2,1707
633,322,1,0,5,3028,0,2,0,0,416
634,385,0,3575,13,2375,1,0,2,1,1805
635,322,1,4384,6,4490,0,1,2,3,3030
636,270,1,577,3,1813,3,1,2,0,72
637,294,1,3686,6,5120,2,2,0,1,2908
638,283,1,1032,13,3486,1,0,2,1,1830
639,312,1,7158,4,5386,2,2,0,1,3187
640,322,0,6448,13,4274,0,1,2,3,3398
641,321,0,5263,10,5057,8,1,2,2,3332
642,360,0,2793,13,2928,7,1,1,1,2305
643,338,0,2929,4,571,8,1,2,2,1067
644,402,0,4871,9,1547,8,1,2,2,1409
645,333,1,7687,3,4896,5,1,1,1,2899
646,373,0,6403,9,5651,7,1,1,1,2558
647,40,0,7610,14,3112,4,1,0,1,1874
648,408,1,5376,5,4233,6,2,1,1,2211
649,17,1,1774,13,1926,1,0,2,1,2329
650,400,1,1688,6,406,7,1,1,1,934
651,314,0,0,6,417,3,1,2,0,225
652,368,1,111,3,1847,5,1,1,1,1254
653,384,0,2142,4,3371,8,1,2,2,1562
654,324,0,4971,6,1583,2,2,0,1,775
655,398,0,494,9,1854,2,2,0,1,1044
656,252,1,4889,6,4411,8,1,2,2,822
657,329,0,5197,4,5324,8,1,2,2,2721
658,389,0,7489,9,4643,1,0,2,1,997
659,290,1,1869,13,5091,4,1,0,1,3194
660,407,0,3405,6,132,6,2,1,1,83
661,322,0,551,15,3959,0,1,2,3,3414
662,306,0,6306,6,4554,7,1,1,1,2206
663,270,1,3632,3,1210,1,0,2,1,2476
664,318,0,822,5,5650,8,1,2,2,1249
665,186,0,7688,9,71,1,0,2,1,428
666,334,1,4318,6,1049,1,0,2,1,566
667,5,0,5690,1,2431,1,0,2,1,1119
668,400,1,6122,3,1925,4,1,0,1,1075
669,322,1,2863,10,314,0,1,2,3,952
670,235,0,4748,7,5674,8,1,2,2,2454
671,74,1,7653,10,1587,8,1,2,2,1258
672,221,0,3120,4,1387,4,1,0,1,1104
673,397,0,3680,6,670,7,1,1,1,1217
674,396,0,2825,9,1400,8,1,2,2,1050
675,171,0,2414,8,3988,2,2,0,1,2605
676,52,1,6166,5,4953,8,1,2,2,1233
677,310,0,0,8,3249,1,0,2,1,2418
678,148,1,4095,6,2811,8,1,2,2,2104
679,45,1,4920,4,2254,7,1,1,1,1065
680,355,1,7764,6,4098,3,1,2,0,163
681,193,0,4064,13,1732,6,2,1,1,725
682,333,1,7692,3,4926,7,1,1,1,2276
683,302,0,5925,10,1681,4,1,0,1,1227
684,306,0,6296,6,4470,4,1,0,1,3043
685,322,0,2285,13,4224,0,1,2,3,3236
686,324,1,1246,10,5167,4,1,0,1,2837
687,256,0,0,6,2548,3,1,2,0,95
688,406,1,3354,6,4364,6,2,1,1,2767
689,201,0,2410,4,2472,5,1,1,1,2417
690,369,0,3073,6,4359,1,0,2,1,1345
691,364,0,2264,9,2693,5,1,1,1,690
692,322,1,6474,13,3512,0,1,2,3,2997
693,374,1,4248,0,1348,5,1,1,1,1377
694,322,1,4568,6,4744,0,1,2,3,3418
695,322,0,2110,9,2323,0,1,2,3,1880
696,322,0,89,9,4388,1,0,2,1,2067
697,22,0,5717,8,1797,4,1,0,1,2151
698,322,0,7469,9,5697,0,2,0,0,692
699,326,1,5371,3,4797,6,2,1,1,554
700,322,0,515,14,527,0,1,2,3,1097
701,399,0,1467,9,408,6,2,1,1,984
702,376,0,860,8,5365,7,1,1,1,2213
703,342,0,4066,9,4215,6,2,1,1,2314
704,175,0,1620,3,3286,4,1,0,1,2034
705,334,0,419,3,1980,2,2,0,1,2141
706,373,1,5147,13,1714,3,1,2,0,65
707,294,0,1852,8,3300,2,2,0,1,1264
708,339,1,3477,10,4917,1,0,2,1,2264
709,291,0,3294,0,1766,2,2,0,1,1321
710,308,0,4469,9,4638,2,2,0,1,373
711,186,0,7693,9,93,5,1,1,1,395
712,334,0,7439,4,686,3,1,2,0,221
713,297,0,1977,12,3530,4,1,0,1,1073
714,407,0,2971,4,4007,2,2,0,1,1301
715,322,0,6402,4,3104,0,2,0,0,547
716,374,1,7200,12,3185,8,1,2,2,2544
717,364,0,424,11,1910,8,1,2,2,1442
718,394,0,1497,6,3739,2,2,0,1,1797
719,351,0,340,8,529,7,1,1,1,121
720,339,0,1525,5,1074,8,1,2,2,521
721,322,1,3144,4,3090,0,1,2,3,2434
722,400,1,0,5,2692,2,2,0,1,1424
723,322,1,5014,5,3880,0,1,2,3,1927
724,294,1,3198,13,153,7,1,1,1,1044
725,322,1,6932,3,257,0,1,2,3,810
726,322,0,4106,4,3835,0,1,2,3,2218
727,218,1,5325,5,720,4,1,0,1,677
728,395,0,5330,3,4152,2,2,0,1,657
729,387,0,5567,13,5685,2,2,0,1,3038
730,320,1,4762,4,479,5,1,1,1,789
731,360,1,760,10,382,1,0,2,1,902
732,235,0,4738,7,5666,4,1,0,1,2856
733,5,0,5701,1,2414,5,1,1,1,1439
734,11,0,136,9,2536,6,2,1,1,1980
735,356,0,1399,13,3957,7,1,1,1,1404
736,155,0,1962,9,3929,6,2,1,1,1959
737,404,0,0,13,2463,4,1,0,1,1216
738,377,0,1839,13,3715,7,1,1,1,2783
739,322,0,3074,3,3665,0,1,2,3,2830
740,403,1,1183,4,5567,7,1,1,1,1724
741,267,1,0,4,5918,7,1,1,1,2918
742,322,0,7034,10,949,0,2,0,0,254
743,383,0,584,13,4790,2,2,0,1,2269
744,404,0,2681,9,2702,4,1,0,1,2137
745,368,1,128,10,957,4,1,0,1,837
746,317,0,1680,7,4097,3,1,2,0,509
747,385,1,0,4,2993,6,2,1,1,1600
748,348,1,3743,3,770,6,2,1,1,867
749,395,1,1634,3,3497,2,2,0,1,1408
750,333,0,658,1,5248,7,1,1,1,1462
751,328,1,7474,6,3834,6,2,1,1,2408
752,322,1,429,6,1955,0,1,2,3,1173
753,406,1,1887,4,4892,2,2,0,1,3436
754,79,0,1659,14,1347,6,2,1,1,1037
755,58,1,5848,4,296,2,2,0,1,621
756,377,0,312,5,1559,5,1,1,1,920
757,389,0,7094,3,3764,2,2,0,1,2107
758,322,0,3099,4,5457,0,1,2,3,2873
759,375,0,1675,10,2905,3,1,2,0,399
760,377,0,6459,13,4258,1,0,2,1,3044
761,361,1,432,6,2008,1,0,2,1,314
762,291,0,1591,10,2720,8,1,2,2,1071
763,177,0,3782,8,650,5,1,1,1,579
764,376,1,4977,10,2152,2,2,0,1,964
765,318,1,4020,6,3659,4,1,0,1,3053
766,285,0,2555,5,852,1,0,2,1,365
767,393,1,4006,5,1174,4,1,0,1,1847
768,288,0,1985,6,2118,5,1,1,1,1343
769,354,0,622,11,2986,1,0,2,1,2180
770,322,0,4289,3,3312,0,1,2,3,1756
771,322,1,4761,13,2438,0,1,2,3,1363
772,379,0,2568,14,4462,7,1,1,1,2302
773,137,0,3490,4,1175,1,0,2,1,2029
774,322,0,518,0,1156,0,1,2,3,1123
775,322,0,1521,5,610,0,1,2,3,567
776,319,0,4602,14,1962,6,2,1,1,767
777,30,1,2038,3,4323,6,2,1,1,2755
778,349,0,1481,5,3105,5,1,1,1,1419
779,314,0,6622,6,425,5,1,1,1,558
780,393,0,6249,9,23,8,1,2,2,419
781,333,1,0,13,684,5,1,1,1,1191
782,330,0,2599,13,5422,1,0,2,1,2095
783,322,1,6656,13,1317,0,1,2,3,2372
784,328,1,2566,13,1371,5,1,1,1,1408
785,339,1,4378,6,1410,2,2,0,1,842
786,319,0,2466,13,2273,5,1,1,1,1537
787,196,0,6925,10,898,3,1,2,0,105
788,391,0,3151,4,170,6,2,1,1,351
789,251,0,6590,3,1533,1,0,2,1,1425
790,396,0,5764,9,5632,1,0,2,1,2054
791,395,0,0,3,4135,4,1,0,1,1778
792,359,0,0,1,3970,7,1,1,1,2072
793,322,0,2288,8,1263,0,1,2,3,1603
794,376,1,669,1,442,5,1,1,1,476
795,322,1,158,3,1841,0,1,2,3,2226
796,391,0,5861,6,5305,2,2,0,1,3040
797,69,0,6058,6,629,8,1,2,2,731
798,99,0,1328,1,1767,6,2,1,1,1980
799,365,1,7392,13,2979,7,1,1,1,1940
800,370,0,3591,8,2611,1,0,2,1,953
801,298,1,0,0,3598,5,1,1,1,1101
802,265,0,0,9,673,5,1,1,1,322
803,322,0,5074,0,4185,0,1,2,3,2301
804,361,1,1365,6,1583,1,0,2,1,2222
805,322,0,5221,0,2203,0,1,2,3,2369
806,50,0,5233,9,3856,8,1,2,2,1598
807,363,0,3953,6,2653,4,1,0,1,1478
808,330,1,7233,13,4165,5,1,1,1,798
809,322,1,1352,0,3885,0,1,2,3,3434
810,15,1,4158,10,2631,6,2,1,1,2087
811,322,0,2853,13,1560,0,1,2,3,2103
812,200,0,4144,2,3717,1,0,2,1,2493
813,292,0,7495,14,5411,6,2,1,1,3063
814,374,0,7487,9,4017,6,2,1,1,1649
815,232,0,4727,7,88,6,2,1,1,662
816,110,0,2880,13,1471,1,0,2,1,1025
817,322,1,7246,10,1201,0,1,2,3,1479
818,374,0,960,11,1137,1,0,2,1,312
819,368,0,3126,13,4377,2,2,0,1,2625
820,389,0,5641,7,2754,4,1,0,1,2280
821,101,1,4913,1,2970,6,2,1,1,2356
822,323,1,7325,6,5400,4,1,0,1,2680
823,351,0,2161,9,2129,8,1,2,2,1472
824,322,1,5120,5,1111,0,1,2,3,1159
825,141,0,5743,13,2211,6,2,1,1,1072
826,333,0,2395,13,4311,8,1,2,2,3048
827,322,1,6259,5,3030,0,2,0,0,123
828,140,1,4813,15,779,3,1,2,0,28
829,314,0,6375,14,4375,1,0,2,1,3102
830,322,0,2525,8,257,0,1,2,3,1144
831,284,0,667,4,5597,5,1,1,1,3241
832,322,0,1047,0,2353,0,1,2,3,1733
833,322,0,4374,14,4189,0,2,0,0,169
834,332,0,6490,13,4669,1,0,2,1,3121
835,395,0,495,9,730,5,1,1,1,1266
836,394,1,7007,0,434,3,1,2,0,121
837,322,0,3280,11,2164,0,1,2,3,3022
838,327,1,0,6,4124,4,1,0,1,2211
839,367,1,4137,0,1660,6,2,1,1,2092
840,48,1,0,6,1324,6,2,1,1,1177
841,322,0,3135,10,1394,0,2,0,0,165
842,69,0,5020,4,792,4,1,0,1,1216
843,291,0,1323,8,2305,8,1,2,2,2119
844,322,1,0,3,3359,0,1,2,3,3324
845,165,0,956,13,5567,8,1,2,2,867
846,367,1,4196,13,738,2,2,0,1,829
847,322,0,7784,6,1282,0,2,0,0,52
848,272,0,5183,3,1130,7,1,1,1,1005
849,322,1,6420,6,4439,0,2,0,0,532
850,84,0,38,9,3668,1,0,2,1,1665
851,377,0,7202,4,4298,3,1,2,0,515
852,365,0,4830,3,4847,1,0,2,1,1994
853,322,1,3454,5,2042,0,1,2,3,2206
854,322,0,7879,3,3060,0,2,0,0,549
855,315,0,6913,4,1624,2,2,0,1,852
856,295,1,361,10,4747,6,2,1,1,1796
857,322,1,3989,6,3591,0,1,2,3,2221
858,322,0,47,7,3304,0,2,0,0,439
859,333,0,3450,6,3218,4,1,0,1,1999
860,404,0,3739,13,2364,7,1,1,1,1337
861,402,0,6284,9,862,3,1,2,0,101
862,335,1,5421,10,2411,2,2,0,1,1584
863,213,1,7466,4,2172,1,0,2,1,1377
864,162,0,7388,13,1566,5,1,1,1,819
865,321,0,6361,3,2373,7,1,1,1,1677
866,165,1,1104,12,4325,6,2,1,1,2890
867,322,0,4791,12,29,0,1,2,3,1081
868,77,0,6533,9,5843,7,1,1,1,1803
869,320,1,4755,4,499,1,0,2,1,789
870,115,1,6241,4,1598,1,0,2,1,835
871,368,0,4947,8,107,4,1,0,1,984
872,394,1,4232,0,3629,5,1,1,1,1964
873,289,1,1156,1,1834,2,2,0,1,1267
874,399,1,1030,13,861,8,1,2,2,575
875,349,0,1474,5,3111,2,2,0,1,2065
876,322,1,842,6,888,0,1,2,3,1743
877,102,0,6174,6,1283,6,2,1,1,1518
878,368,0,6837,1,1395,4,1,0,1,915
879,351,0,6370,14,164,5,1,1,1,988
880,326,1,4665,13,939,7,1,1,1,1002
881,53,1,7264,10,3337,8,1,2,2,2395
882,310,0,2406,8,3204,3,1,2,0,294
883,409,0,4227,5,4567,3,1,2,0,373
884,322,0,4651,14,2196,0,1,2,3,2146
885,12,1,5186,1,5159,1,0,2,1,2686
886,307,0,6564,4,360,4,1,0,1,430
887,86,0,2028,4,4104,8,1,2,2,2292
888,234,0,6574,9,3595,2,2,0,1,1955
889,41,1,1240,13,3390,6,2,1,1,1182
890,357,1,6650,6,2097,4,1,0,1,1280
891,326,1,4660,13,946,8,1,2,2,906
892,322,0,4789,8,2500,0,1,2,3,2238
893,331,1,7368,6,3033,1,0,2,1,667
894,262,1,5538,13,2616,7,1,1,1,2153
895,304,0,6989,4,5877,2,2,0,1,499
896,362,1,6820,5,4110,5,1,1,1,917
897,322,1,6266,6,1232,0,1,2,3,1114
898,349,1,5854,10,2807,7,1,1,1,2201
899,169,0,408,9,5009,2,2,0,1,1389
900,322,0,0,0,3014,0,2,0,0,117
901,302,1,3384,0,256,8,1,2,2,425
902,400,0,5276,11,60,8,1,2,2,547
903,339,1,3486,10,4871,4,1,0,1,3299
904,294,0,1874,8,3311,7,1,1,1,1470
905,379,0,4412,5,3168,2,2,0,1,1729
906,288,0,0,14,11,3,1,2,0,0
907,408,0,1392,8,3086,7,1,1,1,424
908,317,0,883,4,3670,3,1,2,0,611
909,406,0,4699,9,989,8,1,2,2,218
910,186,0,7689,9,16,2,2,0,1,666
911,322,0,6660,6,2138,0,2,0,0,212
912,406,0,5348,0,2410,1,0,2,1,1980
913,354,0,7410,14,4711,3,1,2,0,551
914,30,1,6209,6,2939,1,0,2,1,1768
915,286,0,7367,14,5126,4,1,0,1,3375
916,322,0,7166,3,4178,0,2,0,0,796
917,293,0,2623,6,5481,2,2,0,1,2895
918,322,0,7554,10,1677,0,2,0,0,193
919,167,0,2521,0,968,4,1,0,1,429
920,322,1,3975,2,511,0,2,0,0,21
921,355,1,1522,6,1822,8,1,2,2,573
922,399,0,4332,8,2651,1,0,2,1,783
923,311,0,7575,6,2714,2,2,0,1,1860
924,322,0,6833,0,5600,0,2,0,0,246
925,298,0,3370,7,3502,5,1,1,1,2688
926,397,0,5093,0,4078,6,2,1,1,1999
927,322,1,6875,5,1315,0,1,2,3,1284
928,296,1,5924,6,4447,3,1,2,0,181
929,409,0,2484,5,4582,1,0,2,1,2228
930,330,0,2045,10,843,4,1,0,1,676
931,317,0,2756,6,4080,2,2,0,1,1316
932,401,0,4875,4,2044,6,2,1,1,1033
933,322,0,7401,11,4302,0,2,0,0,353
934,413,0,911,13,2461,8,1,2,2,2257
935,322,1,4395,13,4214,0,1,2,3,3410
936,108,0,727,6,4863,1,0,2,1,2152
937,333,0,4394,5,458,1,0,2,1,598
938,322,1,1433,3,1362,0,2,0,0,54
939,332,0,208,9,4034,4,1,0,1,2986
940,355,0,3666,14,258,6,2,1,1,672
941,304,0,4347,6,4712,1,0,2,1,1000
942,397,1,812,10,1809,7,1,1,1,973
943,215,0,0,6,4904,8,1,2,2,2576
944,410,0,3446,13,4655,1,0,2,1,1269
945,333,1,1069,13,763,3,1,2,0,84
946,322,0,6291,1,898,0,1,2,3,895
947,322,1,4191,5,3025,0,1,2,3,2859
948,322,0,5002,13,3623,0,1,2,3,1838
949,328,0,1347,9,4039,5,1,1,1,1663
950,352,0,1552,13,1267,8,1,2,2,1224
951,394,0,693,5,2485,1,0,2,1,2117
952,322,0,3544,1,15,0,1,2,3,857
953,378,1,6366,0,4346,3,1,2,0,678
954,407,1,6401,4,1495,2,2,0,1,1116
955,288,0,0,6,2108,7,1,1,1,1266
956,313,0,7604,4,674,7,1,1,1,602
957,411,1,1005,2,2728,5,1,1,1,1435
958,200,0,4177,2,3725,7,1,1,1,1549
959,320,0,1550,3,722,6,2,1,1,1397
960,322,0,1771,9,2253,0,1,2,3,1477
961,363,0,1423,6,3766,1,0,2,1,1246
962,318,0,4366,11,5666,7,1,1,1,3020
963,298,1,4446,15,1077,5,1,1,1,1677
964,324,1,1253,10,5152,7,1,1,1,3112
965,322,0,7309,13,4075,0,1,2,3,3126
966,2,0,7752,7,3901,3,1,2,0,159
967,136,0,7274,3,1937,7,1,1,1,1079
968,293,0,0,8,2451,6,2,1,1,1508
969,89,0,6972,13,2715,6,2,1,1,881
970,284,0,7598,13,1893,4,1,0,1,1568
971,312,0,2614,4,753,5,1,1,1,573
972,368,0,1816,13,180,5,1,1,1,306
973,318,0,295,11,2545,3,1,2,0,97
974,344,0,4757,6,471,4,1,0,1,884
975,400,1,1678,6,423,6,2,1,1,1038
976,322,0,7453,13,2436,0,2,0,0,448
977,163,0,5732,9,5608,7,1,1,1,1240
978,408,1,6188,2,3220,3,1,2,0,694
979,284,0,4500,5,4301,8,1,2,2,1078
980,295,0,6222,13,3118,6,2,1,1,2457
981,322,1,3033,0,4198,0,1,2,3,3257
982,187,0,6517,6,4566,3,1,2,0,369
983,295,0,6757,3,2117,8,1,2,2,1039
984,284,1,471,13,4806,8,1,2,2,1693
985,262,1,5527,13,2562,6,2,1,1,1220
986,360,0,5609,4,2957,5,1,1,1,1185
987,392,0,7664,11,5404,1,0,2,1,3021
988,408,0,6256,13,3579,2,2,0,1,2114
989,322,1,4014,0,3881,0,1,2,3,3141
990,331,0,3801,8,69,2,2,0,1,675
991,322,1,7313,6,5453,0,1,2,3,3471
992,397,1,800,10,1786,6,2,1,1,1473
993,66,0,5275,11,2960,7,1,1,1,2079
994,221,0,249,7,3227,1,0,2,1,2165
995,377,0,3506,13,3715,3,1,2,0,149
996,381,0,3419,9,2689,6,2,1,1,984
997,42,0,4424,5,5787,7,1,1,1,3476
998,403,0,2421,4,5031,6,2,1,1,3016
999,322,0,2657,9,3274,0,1,2,3,1653
1000,322,1,3459,6,1135,0,1,2,3,1490
1001,219,0,2640,6,2288,4,1,0,1,647
1002,382,0,385,13,2871,8,1,2,2,1975
1003,393,0,6236,9,20,6,2,1,1,654
1004,341,0,4190,4,3353,1,0,2,1,1367
1005,288,1,6127,3,1131,1,0,2,1,1677
1006,399,0,3713,12,4721,1,0,2,1,1924
1007,247,1,5519,13,2417,1,0,2,1,1612
1008,295,0,6743,3,2067,6,2,1,1,1126
1009,322,0,2248,4,5566,0,1,2,3,3486
1010,336,1,1975,3,565,2,2,0,1,638
1011,234,1,1303,5,2231,8,1,2,2,1228
1012,313,0,2738,13,5214,7,1,1,1,3334
1013,341,1,4297,1,5813,6,2,1,1,2251
1014,322,0,5151,10,943,0,1,2,3,1318
1015,382,0,7411,6,155,1,0,2,1,547
1016,322,1,1643,3,3797,0,1,2,3,3159
1017,303,0,1730,9,2335,5,1,1,1,647
1018,373,0,4795,3,1056,8,1,2,2,878
1019,333,1,5239,5,5829,7,1,1,1,2245
1020,318,0,4273,10,934,3,1,2,0,254
1021,327,0,2503,6,4019,1,0,2,1,2660
1022,332,0,710,9,4015,3,1,2,0,339
1023,401,1,3762,5,3269,5,1,1,1,1839
1024,364,0,1773,9,5754,2,2,0,1,1613
1025,322,0,3420,13,3003,0,2,0,0,122
1026,77,0,6515,9,5900,6,2,1,1,2726
1027,236,0,6359,8,942,8,1,2,2,747
1028,322,0,7322,8,2997,0,2,0,0,121
1029,288,1,6142,3,1092,8,1,2,2,1021
1030,321,1,6677,3,1290,3,1,2,0,52
1031,322,1,4234,5,1823,2,2,0,1,1540
1032,369,0,7033,13,3113,2,2,0,1,2140
1033,322,1,675,3,4472,0,1,2,3,1735
1034,106,1,5042,5,203,3,1,2,0,41
1035,402,1,2668,2,3456,1,0,2,1,1699
1036,337,0,5593,3,2856,5,1,1,1,1368
1037,350,1,4432,5,3045,1,0,2,1,2509
1038,333,1,1546,10,146,4,1,0,1,771
1039,322,0,4837,9,1544,0,1,2,3,1469
1040,322,0,5260,1,4082,0,1,2,3,3301
1041,322,0,13,5,1821,0,1,2,3,2454
1042,318,0,1728,9,3260,8,1,2,2,2490
1043,322,0,6628,7,3901,0,1,2,3,3392
1044,331,1,6720,13,5851,5,1,1,1,3258
1045,375,1,97,4,3056,5,1,1,1,1696
1046,322,0,5036,14,4474,0,2,0,0,690
1047,198,0,7445,7,3031,2,2,0,1,1206
1048,290,0,1793,13,3518,5,1,1,1,835
1049,375,0,434,5,5728,6,2,1,1,1440
1050,280,1,4333,5,1202,7,1,1,1,944
1051,322,0,7207,6,1946,0,1,2,3,1442
1052,411,0,1745,9,2966,6,2,1,1,1768
1053,295,0,6231,13,3077,8,1,2,2,1122
1054,379,0,7191,1,1536,6,2,1,1,1185
1055,356,1,3182,13,3742,6,2,1,1,2107
1056,361,1,4266,4,4229,1,0,2,1,1790
1057,329,0,4285,5,3249,4,1,0,1,2611
1058,325,0,6634,13,396,8,1,2,2,1077
1059,311,0,567,15,3868,7,1,1,1,3181
1060,363,0,1424,6,3726,6,2,1,1,3109
1061,343,0,7540,7,630,7,1,1,1,991
1062,328,0,1340,9,4067,6,2,1,1,3139
1063,262,0,0,4,274,8,1,2,2,534
1064,357,0,4925,5,4197,3,1,2,0,166
1065,368,0,6753,8,79,3,1,2,0,118
1066,296,1,1894,6,2245,6,2,1,1,1962
1067,213,1,5117,6,5745,4,1,0,1,3276
1068,386,0,2678,5,5534,2,2,0,1,2002
1069,408,0,5566,2,4603,2,2,0,1,2954
1070,331,0,3809,8,115,5,1,1,1,834
1071,218,0,409,9,2918,6,2,1,1,1558
1072,373,0,2919,4,3922,6,2,1,1,1613
1073,400,0,5265,11,74,5,1,1,1,889
1074,365,1,0,0,1615,2,2,0,1,2185
1075,291,1,7069,0,513,2,2,0,1,732
1076,373,0,4783,3,1028,4,1,0,1,580
1077,359,0,4583,1,5026,6,2,1,1,935
1078,322,1,4901,6,2031,0,2,0,0,210
1079,380,0,3330,9,3897,7,1,1,1,2142
1080,322,0,6635,15,4834,0,1,2,3,2857
1081,360,0,5031,6,404,4,1,0,1,463
1082,1,0,4676,14,2150,4,1,0,1,1296
1083,315,0,6907,4,1647,1,0,2,1,712
1084,322,1,3098,14,3933,0,1,2,3,3199
1085,322,0,99,4,3949,0,1,2,3,3045
1086,382,0,4037,9,5055,7,1,1,1,2806
1087,196,0,7705,9,5706,5,1,1,1,1249
1088,322,1,5927,2,5292,0,2,0,0,819
1089,262,0,6715,9,2210,8,1,2,2,873
1090,385,1,4228,5,3152,7,1,1,1,1414
1091,347,1,195,13,3449,1,0,2,1,1889
1092,322,0,5963,9,4423,0,1,2,3,3404
1093,172,0,6104,13,2097,6,2,1,1,1992
1094,356,0,0,6,2160,4,1,0,1,1680
1095,212,0,6309,13,3348,6,2,1,1,2381
1096,305,0,6190,1,2591,5,1,1,1,1724
1097,322,1,2740,13,4190,0,1,2,3,2397
1098,375,0,1585,5,5908,5,1,1,1,3065
1099,151,0,5985,13,4616,2,2,0,1,1536
1100,322,0,981,6,2661,0,1,2,3,3098
1101,322,0,3527,9,2632,0,1,2,3,2951
1102,380,0,129,0,1148,7,1,1,1,1205
1103,361,0,1254,14,4460,8,1,2,2,3096
1104,169,0,4953,9,3382,5,1,1,1,2143
1105,365,0,4174,9,4121,3,1,2,0,347
1106,309,0,1927,13,513,5,1,1,1,650
1107,361,1,1368,6,1591,6,2,1,1,1713
1108,387,0,3963,4,1202,5,1,1,1,1310
1109,246,0,7151,8,1630,5,1,1,1,775
1110,371,0,2101,5,3102,7,1,1,1,1721
1111,291,1,3146,0,110,2,2,0,1,648
1112,322,0,5976,6,1007,0,1,2,3,1264
1113,322,0,0,6,5473,0,1,2,3,3350
1114,352,0,5585,5,4939,1,0,2,1,931
1115,298,0,297,9,5358,7,1,1,1,2662
1116,50,0,5239,9,3823,7,1,1,1,883
1117,293,0,1436,3,5882,2,2,0,1,2525
1118,34,0,0,11,1856,5,1,1,1,1589
1119,384,0,7222,9,4560,3,1,2,0,698
1120,390,0,0,8,4886,3,1,2,0,1223
1121,113,1,1780,0,954,1,0,2,1,554
1122,296,1,276,13,1356,4,1,0,1,964
1123,384,0,465,9,5087,4,1,0,1,1285
1124,334,1,547,3,1440,6,2,1,1,1668
1125,298,1,1532,0,3013,7,1,1,1,1677
1126,408,1,5381,5,4121,4,1,0,1,2405
1127,322,0,4073,8,5893,0,1,2,3,3364
1128,292,1,1733,3,2361,8,1,2,2,1240
1129,322,0,6385,3,1382,0,2,0,0,159
1130,322,0,401,5,792,0,2,0,0,96
1131,322,1,7661,3,1989,0,2,0,0,205
1132,306,0,7619,0,3427,1,0,2,1,1500
1133,294,1,3683,6,5103,6,2,1,1,1992
1134,322,1,3054,3,3107,0,2,0,0,288
